surf_hab,qualite_materiau,surface_sous_sol,qualite_globale,n_garage_voitures,n_toilettes,n_cheminees,n_pieces,n_cuisines,n_chambres_coucher,annee_vente,prix,type_toit,type_batiment,qualite_cuisine,surface_jardin
1262,6,1262,5,2,0,0,5,1,2,2006,185000,2 pans,individuelle,bonne,66.21306745210467
1314,7,1314,5,2,0,1,6,1,2,2009,207500,2 pans,milieu de rangée,bonne,158.6016816145352
1468,8,1468,5,3,0,1,6,1,3,2009,244600,2 pans,individuelle,bonne,0.0
1575,6,1575,5,2,0,0,5,1,2,2007,179200,2 pans,bout de rangée,bonne,213.30333746562667
1250,7,625,5,2,1,0,5,1,2,2007,164700,2 pans,bout de rangée,bonne,206.19122004774982
1734,6,912,7,2,1,1,7,1,3,2006,159000,2 pans,individuelle,bonne,386.02149049644163
858,4,858,4,0,0,0,5,1,3,2006,88000,2 pans,individuelle,moyenne,58.831720648457654
900,5,882,5,1,0,0,5,1,3,2010,122000,2 pans,individuelle,moyenne,28.099186773503266
1396,6,698,7,1,0,0,7,1,3,2007,153575,2 pans,individuelle,moyenne,0.0
1919,8,1079,5,2,1,1,8,1,3,2006,233230,2 pans,individuelle,bonne,380.3877749642724
1716,5,780,6,0,0,0,9,1,6,2008,135900,2 pans,individuelle reconvertie,mediocre,0.0
1716,5,768,4,1,1,1,8,1,3,2009,131000,2 pans,individuelle,moyenne,342.86352430557884
2263,7,795,7,2,1,1,9,1,3,2006,235000,2 pans,individuelle,bonne,486.16020970210246
1644,6,1416,5,2,0,2,7,1,3,2009,167000,4 pans,individuelle,moyenne,35.701548596504736
1003,6,1003,6,2,0,0,6,1,3,2006,142500,2 pans,individuelle,moyenne,0.0
1558,5,910,5,1,1,0,6,1,4,2007,152000,2 pans,individuelle,moyenne,491.3599875433251
1950,7,975,5,2,1,1,7,1,3,2007,239000,4 pans,individuelle,bonne,432.1299520876609
1743,6,702,6,2,2,1,7,1,3,2007,175000,mansarde,individuelle,moyenne,884.0862118838961
1152,6,1092,8,1,0,1,6,1,3,2009,158500,2 pans,individuelle,bonne,62.96288419236122
1336,5,1165,5,1,0,2,5,1,2,2006,157000,4 pans,individuelle reconvertie,moyenne,0.0
2452,8,1028,5,2,1,1,9,1,4,2007,267000,2 pans,individuelle,bonne,345.3818959803031
1541,7,1541,5,3,0,1,6,1,3,2006,205000,2 pans,individuelle,bonne,74.72936051232618
894,5,894,7,2,0,0,5,1,3,2006,149900,2 pans,individuelle,moyenne,61.037026543346485
3493,7,1470,9,3,0,1,10,1,3,2008,295000,2 pans,individuelle,bonne,0.0
2000,8,2000,5,3,0,0,8,1,3,2007,305900,2 pans,individuelle,bonne,11.732738330878199
2243,7,700,5,3,1,1,8,1,4,2007,225000,2 pans,individuelle,bonne,529.1664895788425
1406,6,319,7,0,0,0,6,1,3,2008,89500,2 pans,individuelle,mediocre,0.0
861,4,861,5,2,0,0,4,1,1,2009,82500,2 pans,individuelle,moyenne,54.709738117003795
1944,9,1896,5,3,0,3,8,1,3,2006,360000,2 pans,individuelle,excellente,0.0
1501,6,697,5,2,1,1,6,1,3,2006,165600,2 pans,individuelle,bonne,379.43187967727795
972,6,972,6,1,0,1,5,1,2,2009,132000,2 pans,individuelle,moyenne,109.877685198719
1118,5,793,7,2,0,1,5,1,3,2006,119900,2 pans,individuelle reconvertie,moyenne,82.54163489880298
2036,7,2136,5,2,0,2,8,1,3,2009,375000,4 pans,individuelle,moyenne,81.35096360006385
1641,7,728,7,2,1,1,6,1,3,2006,178000,2 pans,individuelle,excellente,531.7478807154329
1432,7,716,5,2,1,1,6,1,3,2009,188500,2 pans,individuelle,bonne,403.90038416327593
2353,7,845,7,2,1,1,10,1,4,2009,260000,2 pans,individuelle,excellente,469.9952971294964
1959,8,1088,5,3,1,1,8,1,3,2007,270000,2 pans,individuelle,bonne,370.37332434065445
2646,7,1347,5,3,1,1,9,1,4,2009,260000,2 pans,individuelle,bonne,434.21663524884417
1472,7,1372,5,2,0,2,6,1,3,2009,187500,2 pans,individuelle,moyenne,0.0
2596,9,1249,5,3,1,0,9,1,4,2006,342643,2 pans,individuelle,bonne,410.8995964992718
2468,8,1136,5,3,1,1,10,1,4,2007,354000,2 pans,individuelle,bonne,460.91570254369134
2730,7,1502,5,2,1,1,8,1,4,2007,301000,2 pans,individuelle,bonne,319.5779316766528
1163,3,1162,8,1,0,0,6,1,3,2006,126175,2 pans,individuelle,moyenne,209.238727568546
2978,7,710,7,2,1,1,11,1,5,2010,242000,mansarde,individuelle,bonne,301.39826185002977
803,5,720,6,2,0,0,5,1,2,2007,87000,2 pans,individuelle,moyenne,0.0
1719,8,1719,5,2,1,2,6,1,1,2008,324000,2 pans,bout de rangée,bonne,517.4110873500067
1383,6,1383,5,1,1,0,7,1,3,2006,145250,4 pans,individuelle,moyenne,480.36626939629355
2134,6,844,6,2,0,0,10,1,5,2009,214500,2 pans,individuelle,bonne,62.41198170521551
1192,5,596,5,1,0,0,6,1,3,2009,78000,2 pans,individuelle,moyenne,62.83455092642799
1728,5,1728,4,1,0,0,10,2,6,2007,119000,2 pans,duplex,moyenne,0.0
1056,5,1056,6,1,0,0,6,1,3,2007,139000,2 pans,individuelle,moyenne,0.0
1629,8,3206,5,3,0,1,7,1,3,2009,284000,2 pans,individuelle,bonne,7.5804558193726335
1358,7,1358,5,2,0,1,6,1,2,2008,207000,2 pans,bout de rangée,bonne,0.0
1638,6,943,5,2,1,2,7,1,3,2008,192000,2 pans,individuelle,moyenne,499.11197334177507
1786,5,1499,6,2,0,2,7,1,3,2008,228950,2 pans,individuelle reconvertie,moyenne,0.0
1922,9,1922,5,3,0,1,8,1,3,2007,377426,4 pans,individuelle,bonne,0.0
1536,7,1536,5,2,0,0,7,1,3,2008,214000,2 pans,individuelle,bonne,0.0
1621,7,1208,7,2,0,0,8,1,3,2006,202500,2 pans,individuelle,bonne,41.293145427562436
1215,6,1215,7,1,0,0,6,1,3,2009,155000,4 pans,individuelle,moyenne,0.0
1908,8,967,5,2,1,0,9,1,4,2010,202900,2 pans,individuelle,bonne,319.77796044335685
841,4,721,4,1,0,0,4,1,2,2009,82000,2 pans,individuelle,moyenne,24.36872114919123
1040,3,0,4,2,0,0,6,2,2,2006,87500,2 pans,duplex,moyenne,24.496657110872277
1684,9,1684,5,2,0,1,6,1,2,2008,266000,4 pans,bout de rangée,excellente,0.0
1112,5,536,3,1,1,0,4,1,3,2010,85000,2 pans,bout de rangée,moyenne,354.8961694381677
1577,6,972,5,1,0,1,6,1,3,2006,140200,2 pans,individuelle,mediocre,23.20499373576363
958,6,958,8,1,0,0,5,1,2,2007,151500,4 pans,individuelle,moyenne,0.0
1478,6,1478,5,2,0,2,6,1,3,2009,157500,2 pans,individuelle,moyenne,0.0
1626,7,764,5,2,1,0,6,1,2,2008,154000,2 pans,milieu de rangée,bonne,329.7555778747564
2728,9,1848,5,3,1,2,10,1,4,2006,437154,4 pans,individuelle,excellente,379.85528482881523
1869,9,1869,5,2,0,1,6,1,2,2007,318061,4 pans,bout de rangée,excellente,31.090756559800457
1453,7,1453,5,2,1,1,6,1,2,2006,190000,2 pans,individuelle,bonne,548.7356216949552
1111,5,616,6,1,0,0,5,1,3,2008,95000,2 pans,individuelle,moyenne,85.76596232020194
720,6,624,8,2,0,0,5,1,2,2010,105900,2 pans,individuelle,moyenne,0.0
1595,6,940,5,1,0,2,6,1,2,2006,140000,2 pans,individuelle,moyenne,0.0
1200,6,1200,5,2,0,0,6,1,3,2007,177500,2 pans,individuelle,bonne,0.0
1167,6,1158,6,2,0,0,6,1,3,2009,173000,2 pans,individuelle,bonne,0.0
1142,5,1142,5,2,1,1,6,1,3,2007,134000,2 pans,bout de rangée,moyenne,372.53413610798617
1352,5,1062,4,1,0,0,6,1,3,2006,130000,4 pans,individuelle,bonne,32.27185603380895
1924,8,1086,5,2,1,1,7,1,3,2006,280000,2 pans,individuelle,bonne,318.47690564476767
912,6,888,6,2,0,1,5,1,2,2007,156000,2 pans,individuelle,moyenne,51.93465142411723
1505,5,883,5,1,0,0,8,1,3,2008,145000,2 pans,individuelle,moyenne,153.27389130025776
1922,7,0,5,2,0,1,7,1,4,2009,198500,2 pans,individuelle,bonne,0.0
987,6,483,8,1,1,0,5,1,2,2009,118000,2 pans,milieu de rangée,bonne,441.9711722098941
1574,6,796,5,2,1,1,6,1,3,2006,190000,2 pans,individuelle,moyenne,470.2143991711112
1344,5,672,7,1,0,0,6,1,3,2009,147000,4 pans,individuelle,moyenne,0.0
1394,6,1394,5,2,1,2,6,1,3,2009,159000,2 pans,individuelle,moyenne,424.2092481810417
1431,6,1099,5,1,0,1,6,1,3,2008,165000,2 pans,individuelle,moyenne,1.259240078179486
1268,5,1268,6,1,0,1,7,1,2,2010,132000,2 pans,individuelle,moyenne,9.767609854883172
1287,5,1063,7,2,0,1,7,1,3,2010,162000,2 pans,individuelle,bonne,0.0
1664,6,953,5,2,1,1,7,1,3,2006,172400,2 pans,individuelle,moyenne,403.6510174258942
1588,4,0,4,2,0,1,7,1,4,2008,134432,2 pans,individuelle,moyenne,49.79982912454498
752,6,744,5,1,0,0,4,1,2,2010,125000,2 pans,bout de rangée,moyenne,145.11436077950418
1319,5,608,6,1,0,0,5,1,3,2009,123000,2 pans,individuelle,moyenne,95.92708260852069
1928,7,847,5,2,1,1,8,1,4,2007,219500,2 pans,individuelle,bonne,616.7182457511556
904,1,683,1,0,1,0,4,1,1,2009,61000,2 pans,individuelle,mediocre,325.065243711195
914,5,870,5,2,0,0,5,1,2,2006,148000,2 pans,individuelle,moyenne,87.23206367206782
2466,8,1580,5,2,0,1,8,1,4,2007,340000,2 pans,individuelle,bonne,18.334200573835176
1856,9,1856,2,3,1,1,8,1,1,2010,394432,4 pans,individuelle,excellente,620.9802933217671
1800,6,982,5,2,1,1,7,1,3,2009,179000,2 pans,individuelle,moyenne,320.9701714644848
1691,5,1026,6,1,0,1,6,1,3,2010,127000,2 pans,individuelle,bonne,0.0
1301,7,1293,5,2,0,1,5,1,2,2006,187750,2 pans,individuelle,bonne,0.0
1797,7,939,5,2,1,0,8,1,3,2007,213500,2 pans,individuelle,bonne,189.01042756901933
784,6,784,3,2,0,0,5,1,2,2009,76000,2 pans,individuelle,moyenne,0.0
1953,6,1580,5,2,1,2,9,1,3,2007,240000,2 pans,individuelle,bonne,325.4867338446302
1269,8,1256,5,2,0,1,6,1,2,2010,192000,2 pans,bout de rangée,bonne,15.039378647620763
1184,5,658,3,0,0,0,8,1,5,2006,81000,mansarde,individuelle,moyenne,34.17559757771594
1125,6,1041,6,1,0,1,6,1,3,2009,125000,4 pans,individuelle,moyenne,187.61708392158863
1479,7,1468,5,2,0,0,6,1,3,2008,191000,2 pans,individuelle,bonne,95.04238381860503
2332,10,1682,5,3,1,1,9,1,3,2008,426000,2 pans,individuelle,excellente,343.90963443375966
1367,5,861,8,1,0,0,7,1,4,2008,119000,2 pans,individuelle,moyenne,0.0
1961,6,804,5,2,1,1,7,1,3,2009,215000,2 pans,individuelle,bonne,450.9919171506506
882,5,0,7,1,0,0,5,1,3,2007,106500,2 pans,individuelle,moyenne,0.0
788,4,788,5,0,0,2,4,1,2,2006,100000,2 pans,individuelle,moyenne,183.14587658543536
1034,5,735,6,1,0,0,5,1,2,2007,109000,2 pans,individuelle,moyenne,117.9440120721287
1144,5,1144,6,1,0,0,6,1,3,2010,129000,2 pans,individuelle,moyenne,0.0
894,5,894,5,2,0,0,6,1,2,2009,123000,4 pans,individuelle,moyenne,0.0
1812,5,864,5,1,0,1,8,1,4,2007,169500,2 pans,individuelle,moyenne,135.3872374165413
1077,5,961,2,1,0,0,6,1,2,2007,67000,2 pans,individuelle,moyenne,0.0
1550,7,1092,5,2,0,0,7,1,2,2009,241000,2 pans,individuelle,bonne,123.78163119734617
1288,8,1260,5,2,1,2,4,1,1,2008,245500,2 pans,bout de rangée,excellente,242.1572341205633
1310,7,1310,5,2,0,1,6,1,3,2006,164990,2 pans,individuelle,bonne,0.0
672,5,672,8,1,0,0,4,1,2,2008,108000,2 pans,individuelle,moyenne,0.5243699718183166
2263,8,1141,5,2,1,1,10,1,4,2006,258000,4 pans,individuelle,bonne,405.8980593764741
1572,6,806,5,2,1,1,7,1,3,2007,168000,2 pans,individuelle,moyenne,356.39345285207565
1620,4,1281,4,2,0,1,8,1,3,2009,150000,2 pans,individuelle,moyenne,62.28499323474988
1639,6,1064,5,1,0,0,6,1,3,2008,115000,2 pans,individuelle,moyenne,0.0
1680,6,840,7,1,0,0,8,1,4,2008,177000,2 pans,individuelle,moyenne,0.0
2172,7,1063,5,3,1,1,9,1,3,2007,280000,2 pans,individuelle,bonne,413.42956317118995
2078,8,1034,5,3,1,1,8,1,3,2008,339750,2 pans,individuelle,excellente,453.0438834058749
1276,5,1276,3,1,0,0,5,1,3,2009,60000,2 pans,individuelle,moyenne,71.16148780888898
1056,5,1056,5,2,0,0,5,1,3,2006,145000,4 pans,individuelle reconvertie,moyenne,0.0
1478,7,1470,5,2,1,1,7,1,2,2010,222000,2 pans,individuelle,bonne,248.58858292643774
1028,5,1008,6,2,0,1,5,1,2,2010,115000,2 pans,individuelle,moyenne,127.7676821898509
2097,7,1080,5,3,1,1,9,1,3,2008,228000,2 pans,individuelle,bonne,434.83140119795917
1340,7,1340,5,2,0,0,6,1,3,2007,181134,2 pans,individuelle,bonne,0.0
1400,6,672,7,2,1,1,6,1,3,2006,149500,4 pans,individuelle,moyenne,556.3151975522522
2624,6,1370,6,3,1,1,10,1,4,2007,239000,4 pans,individuelle,moyenne,412.9674634292859
1134,5,756,6,1,1,0,7,1,3,2007,126000,2 pans,individuelle,moyenne,519.3297184063827
1056,5,1056,6,1,0,1,6,1,3,2010,142000,2 pans,individuelle,moyenne,6.751848141010895
1344,7,1344,5,4,0,0,8,2,2,2008,206300,2 pans,duplex,moyenne,206.0747924881987
1602,6,1602,7,2,0,1,8,1,3,2009,215000,2 pans,individuelle,bonne,175.53408424432044
988,5,988,5,2,0,0,4,1,2,2008,113000,4 pans,individuelle,moyenne,0.0
2630,8,1470,5,3,1,1,8,1,4,2008,315000,2 pans,individuelle,bonne,498.7570950954355
1196,6,1196,5,1,0,1,6,1,2,2008,139000,2 pans,individuelle,moyenne,64.53759495851476
1389,7,651,8,1,1,2,6,1,3,2009,135000,2 pans,individuelle,moyenne,538.6631557532348
1644,7,1518,5,2,0,1,5,1,2,2009,275000,2 pans,individuelle,bonne,0.0
907,4,907,6,1,0,0,5,1,3,2008,109008,4 pans,individuelle,moyenne,68.60514599984393
1208,7,1208,5,2,0,0,6,1,2,2007,195400,2 pans,individuelle,bonne,105.84244868495878
1412,6,1392,5,2,0,1,6,1,3,2009,175000,2 pans,individuelle,bonne,0.0
987,6,483,5,1,1,0,4,1,2,2008,85400,2 pans,milieu de rangée,moyenne,283.2741487334225
1198,6,901,7,0,0,0,7,1,4,2008,79900,2 pans,individuelle,moyenne,0.0
1365,5,765,5,2,1,0,6,1,2,2007,122500,2 pans,bout de rangée,moyenne,374.4593165555442
1604,6,926,5,2,1,1,7,1,3,2008,181000,2 pans,individuelle,moyenne,473.35422557959623
630,4,630,7,0,0,0,3,1,1,2008,81000,2 pans,milieu de rangée,moyenne,150.2357052096028
1661,7,799,6,2,1,1,6,1,3,2009,212000,2 pans,individuelle,bonne,409.20947804197755
1118,6,648,8,2,0,0,6,1,2,2006,116000,2 pans,individuelle,moyenne,162.86155455712918
904,6,884,7,1,0,0,4,1,2,2009,119000,2 pans,individuelle,moyenne,0.0
694,5,440,6,1,0,1,4,1,2,2007,90350,2 pans,individuelle,bonne,0.0
1196,6,684,8,2,0,0,7,1,3,2009,110000,2 pans,individuelle,bonne,0.0
2402,10,3094,5,3,0,2,10,1,2,2009,555000,4 pans,individuelle,excellente,38.40654489393073
1440,4,1440,4,0,0,0,8,2,4,2008,118000,2 pans,duplex,mediocre,0.0
1573,5,1078,7,2,0,1,8,1,3,2008,162900,2 pans,individuelle,moyenne,0.0
1258,7,1258,5,3,0,1,6,1,2,2007,172500,2 pans,bout de rangée,bonne,0.0
1908,7,915,5,2,1,1,8,1,4,2008,210000,2 pans,individuelle,bonne,271.1530499495147
1689,6,1436,5,2,0,1,7,1,3,2009,127500,4 pans,individuelle,moyenne,66.96725488300385
1888,6,1517,6,2,1,1,6,1,2,2010,190000,2 pans,individuelle,bonne,438.6598246096848
1886,7,930,5,2,1,1,10,1,4,2006,199900,2 pans,individuelle,bonne,307.21202136726447
1376,6,780,6,1,0,1,7,1,3,2006,119500,2 pans,individuelle,moyenne,0.0
1183,3,649,7,1,1,0,6,1,2,2007,120000,2 pans,individuelle,moyenne,295.4786478111049
813,6,813,8,1,0,0,5,1,2,2006,110000,4 pans,individuelle,bonne,0.0
1533,7,1533,5,2,0,2,5,1,2,2006,280000,2 pans,individuelle,bonne,95.51423205012382
1756,6,872,5,2,1,0,7,1,3,2007,204000,4 pans,individuelle,moyenne,302.8273953664456
1590,8,768,5,2,1,0,6,1,3,2009,210000,2 pans,individuelle,bonne,452.2046515517844
1728,5,1728,5,2,0,0,8,2,4,2006,188000,2 pans,duplex,moyenne,0.0
1242,7,1242,6,2,1,1,6,1,3,2007,175500,4 pans,individuelle,moyenne,322.11271677376556
1344,5,624,5,3,0,0,7,1,4,2008,98000,2 pans,individuelle,moyenne,0.0
1663,4,1364,6,2,0,2,6,1,2,2008,256000,plat,individuelle,bonne,0.0
1666,8,588,7,1,0,1,7,1,3,2008,161000,4 pans,individuelle,bonne,0.0
1203,5,709,4,1,0,1,5,1,3,2009,110000,2 pans,individuelle,bonne,0.0
1935,8,832,5,2,1,0,8,1,3,2009,263435,2 pans,individuelle,moyenne,598.2725132916389
1135,7,560,9,2,0,0,6,1,3,2009,155000,2 pans,individuelle,bonne,3.5263551971728613
864,5,864,5,1,0,1,5,1,3,2009,62383,2 pans,individuelle,moyenne,0.0
1660,6,715,7,1,1,1,6,1,3,2008,188700,4 pans,individuelle,moyenne,422.9979910734222
1040,5,1040,5,0,0,0,5,1,3,2009,124000,2 pans,individuelle,moyenne,0.0
1414,7,1375,5,2,0,1,6,1,2,2006,178740,4 pans,bout de rangée,bonne,0.0
1277,7,1277,5,2,0,1,5,1,2,2007,167000,plat,individuelle,moyenne,61.41667000434252
1644,5,728,7,1,1,2,7,1,3,2007,146500,2 pans,individuelle,bonne,477.15077100473053
1634,8,1626,5,3,0,1,7,1,3,2007,250000,2 pans,individuelle,bonne,0.0
1710,6,832,5,2,1,0,7,1,3,2008,187000,2 pans,individuelle,bonne,344.018175935532
1502,8,1488,5,2,1,0,4,1,1,2010,212000,2 pans,bout de rangée,bonne,374.4948302848356
1969,7,808,6,2,1,1,8,1,3,2007,190000,mansarde,individuelle,moyenne,171.20788352644155
1072,6,547,5,2,0,0,5,1,2,2008,148000,2 pans,bout de rangée,moyenne,0.0
1976,8,1976,5,3,0,1,7,1,2,2007,440000,2 pans,individuelle,bonne,136.68742674445247
1652,8,1494,5,2,0,0,6,1,2,2007,251000,2 pans,bout de rangée,excellente,164.49677135012837
970,5,970,6,2,0,0,5,1,2,2007,132500,4 pans,individuelle,moyenne,0.0
1493,6,1478,5,2,0,1,7,1,3,2008,208900,2 pans,individuelle,bonne,57.65569630557664
2643,9,2153,5,3,1,1,9,1,3,2007,380000,4 pans,individuelle,excellente,432.52501545435365
1718,8,1705,5,3,0,1,7,1,3,2009,297000,4 pans,individuelle,bonne,307.88808084552375
1131,4,907,7,2,0,0,7,1,2,2007,89471,4 pans,individuelle,moyenne,111.95749114345767
1850,9,1833,5,3,0,1,8,1,3,2006,326000,4 pans,individuelle,bonne,0.0
1792,9,1792,5,3,0,1,6,1,2,2006,374000,4 pans,individuelle,excellente,0.0
1826,7,910,8,1,1,1,7,1,4,2009,155000,2 pans,individuelle,excellente,241.15536797424272
1216,6,1216,5,2,0,0,5,1,2,2006,164000,4 pans,milieu de rangée,moyenne,20.346363586722312
999,5,999,7,1,0,0,6,1,3,2007,132500,2 pans,individuelle,bonne,0.0
1113,5,1113,7,1,0,1,5,1,3,2009,147000,2 pans,individuelle,bonne,0.0
1073,5,1073,7,2,1,0,6,1,3,2007,156000,4 pans,individuelle,moyenne,336.74271157574736
1484,5,1484,6,2,0,1,7,1,3,2007,175000,2 pans,individuelle,moyenne,0.0
2414,5,954,4,2,0,1,10,2,3,2006,160000,2 pans,individuelle reconvertie,moyenne,168.71416350725647
630,4,630,8,1,0,0,3,1,1,2009,86000,2 pans,milieu de rangée,bonne,88.16397569494505
1304,5,264,6,1,1,1,4,1,3,2008,115000,2 pans,bout de rangée,moyenne,400.8027358683383
1578,6,806,7,1,0,2,5,1,3,2006,133000,2 pans,individuelle,mediocre,147.99441388900257
1456,6,728,5,2,1,0,8,1,3,2006,172785,2 pans,individuelle,moyenne,408.9368307647618
1269,5,1269,6,1,1,1,6,1,3,2008,155000,2 pans,individuelle,moyenne,315.4715798671736
886,5,190,8,1,0,0,4,1,2,2009,91300,2 pans,individuelle,moyenne,152.31240772696572
720,4,720,5,0,0,0,4,1,2,2009,34900,2 pans,individuelle,moyenne,53.891004368465865
3228,8,3200,5,2,0,1,10,1,4,2007,430000,4 pans,individuelle,bonne,0.0
1820,7,1026,6,1,0,0,8,1,4,2008,184000,2 pans,individuelle,moyenne,0.0
899,5,864,7,1,0,0,5,1,3,2009,130000,4 pans,individuelle,bonne,0.0
912,5,912,7,1,0,0,5,1,2,2007,120000,2 pans,individuelle,moyenne,0.0
1218,6,672,5,1,1,0,7,1,3,2007,113000,2 pans,milieu de rangée,moyenne,494.0177547531642
1768,7,866,5,2,1,0,7,1,3,2008,226700,2 pans,individuelle,bonne,592.541664047013
1214,5,1214,7,2,0,0,6,1,2,2007,140000,4 pans,individuelle,moyenne,0.0
1801,7,1501,8,2,0,2,6,1,1,2010,289000,2 pans,individuelle,moyenne,56.29692366905709
1322,6,855,5,2,1,1,6,1,3,2009,147000,2 pans,bout de rangée,moyenne,336.7357430878173
1960,5,960,5,2,0,0,10,2,4,2009,124500,4 pans,duplex,moyenne,0.0
1911,8,777,5,2,1,1,8,1,3,2006,215000,2 pans,individuelle,bonne,341.96060757611303
1218,6,1218,5,2,0,0,4,1,2,2009,208300,2 pans,individuelle,bonne,0.0
1378,7,689,9,2,0,1,7,1,3,2008,161000,mansarde,individuelle,bonne,4.852162794482699
1041,5,1041,6,1,0,0,6,1,3,2009,124500,2 pans,individuelle,moyenne,0.0
1363,5,1008,7,1,0,2,6,1,2,2009,164900,4 pans,individuelle,moyenne,27.045682577983882
1368,7,1368,5,2,0,1,6,1,2,2006,202665,2 pans,bout de rangée,bonne,0.0
864,5,864,5,2,0,0,5,1,3,2006,129900,2 pans,individuelle,moyenne,0.0
1080,6,1084,5,2,1,0,5,1,3,2007,134000,2 pans,individuelle,moyenne,310.64363379584023
789,5,768,5,1,0,0,5,1,2,2007,96500,2 pans,individuelle,moyenne,0.0
2020,10,2006,5,3,1,1,9,1,3,2009,402861,4 pans,individuelle,excellente,477.33912258257556
2119,6,689,6,2,1,1,7,1,3,2009,158000,2 pans,individuelle,moyenne,451.891718762438
2344,7,1264,5,3,1,1,7,1,3,2009,265000,2 pans,individuelle,bonne,304.0444755201449
1796,6,794,5,2,1,0,7,1,3,2007,211000,2 pans,individuelle,moyenne,411.3332305429226
2080,7,1276,9,1,1,2,9,1,3,2009,234000,mansarde,individuelle,bonne,476.9387123371789
1294,4,0,7,0,0,0,7,2,3,2008,106250,2 pans,individuelle reconvertie,moyenne,0.0
1244,6,1244,6,1,1,2,6,1,3,2007,150000,2 pans,individuelle,moyenne,455.7360192379935
1664,6,1004,7,2,0,2,7,1,3,2006,159000,2 pans,individuelle,moyenne,0.0
4676,10,3138,5,3,1,1,11,1,3,2007,184750,4 pans,individuelle,excellente,458.4598668593159
2398,7,1379,5,3,1,1,8,1,3,2007,315750,2 pans,individuelle,bonne,325.07408434574836
1266,7,1257,5,2,0,1,6,1,3,2006,176000,2 pans,individuelle,bonne,0.0
928,5,928,7,1,0,0,4,1,2,2007,132000,4 pans,individuelle,moyenne,0.0
2713,9,1452,5,3,1,1,11,1,3,2008,446261,4 pans,individuelle,excellente,406.40849466613827
605,4,528,7,0,0,0,5,1,2,2007,86000,2 pans,individuelle,moyenne,25.972250172148186
2515,6,2035,3,2,0,2,9,2,4,2007,200624,4 pans,individuelle,moyenne,0.0
1509,6,1461,5,2,0,1,5,1,3,2008,175000,2 pans,individuelle,bonne,63.85924587773739
1362,6,611,8,2,0,0,6,1,3,2008,128000,2 pans,individuelle,moyenne,0.0
827,5,0,7,1,0,1,5,1,2,2010,107500,2 pans,individuelle,moyenne,0.0
334,1,0,3,0,0,0,2,1,1,2007,39300,2 pans,individuelle,mediocre,0.0
1414,8,707,5,2,1,1,6,1,3,2006,178000,2 pans,individuelle,bonne,336.01638921978406
1347,5,1117,7,0,0,0,5,1,3,2008,107500,2 pans,individuelle reconvertie,moyenne,4.739867131641402
1724,7,880,5,2,1,0,8,1,3,2008,188000,2 pans,individuelle,bonne,315.55866347160475
864,4,864,5,2,0,0,5,1,3,2008,111250,4 pans,individuelle,moyenne,0.0
1159,5,1051,5,1,1,1,7,1,3,2006,158000,4 pans,individuelle,moyenne,501.829280921444
1601,8,1581,5,2,0,1,6,1,3,2010,272000,2 pans,individuelle,bonne,0.0
1838,9,1838,5,3,0,1,8,1,2,2009,315000,4 pans,individuelle,excellente,83.56921120651418
2285,8,969,5,3,1,1,8,1,4,2007,248000,2 pans,individuelle,bonne,288.4293145342382
1680,7,1650,5,2,0,1,7,1,3,2009,213250,4 pans,individuelle,bonne,52.980417791528275
767,7,723,5,1,0,0,4,1,1,2007,133000,2 pans,bout de rangée,moyenne,144.15686206579005
1496,7,654,5,2,1,1,7,1,3,2006,179665,2 pans,individuelle,bonne,154.03554998727103
2183,7,1204,5,3,1,0,9,1,4,2006,229000,2 pans,individuelle,bonne,321.5104744529523
1635,6,1065,7,2,1,1,6,1,3,2007,210000,2 pans,individuelle,moyenne,459.10721271805403
768,5,768,7,2,0,0,5,1,2,2007,129500,2 pans,individuelle,moyenne,0.0
825,5,825,7,2,0,0,4,1,2,2008,125000,2 pans,individuelle,moyenne,37.114587337130885
2094,7,912,5,2,1,1,8,1,4,2009,263000,2 pans,individuelle,bonne,341.40148132841796
1069,6,1069,6,2,0,0,4,1,2,2008,140000,2 pans,bout de rangée,moyenne,8.658978747289991
928,5,928,6,1,0,0,5,1,3,2008,112500,4 pans,individuelle,moyenne,0.0
1717,8,1709,5,3,0,1,7,1,3,2009,255500,2 pans,individuelle,bonne,116.77820616598073
1126,4,0,5,2,0,0,5,1,2,2009,108000,2 pans,individuelle,bonne,25.44208433012131
2046,7,998,5,3,1,1,8,1,3,2008,284000,2 pans,individuelle,bonne,435.3602662075202
1048,5,993,6,1,0,1,5,1,2,2006,113000,2 pans,individuelle,moyenne,0.0
1092,5,1092,5,1,0,1,6,1,2,2006,141000,2 pans,individuelle,moyenne,0.0
1336,4,637,6,1,1,0,7,1,3,2006,108000,2 pans,individuelle,moyenne,357.94418121803784
1446,7,729,5,2,1,1,6,1,3,2008,175000,2 pans,individuelle,moyenne,441.04521423782967
1557,7,1374,5,2,0,1,7,1,2,2006,234000,2 pans,bout de rangée,bonne,0.0
1392,5,1392,6,2,1,1,5,1,3,2010,121500,4 pans,individuelle,moyenne,430.97748568964124
1389,5,1389,5,2,0,1,6,1,2,2006,170000,2 pans,individuelle,moyenne,207.54007986454388
996,5,996,6,0,0,1,6,1,3,2008,108000,2 pans,individuelle,moyenne,87.11247034316924
1674,6,1163,7,2,0,1,8,1,4,2008,185000,2 pans,individuelle,moyenne,0.0
2295,7,1095,5,2,1,1,9,1,4,2006,268000,2 pans,individuelle,bonne,521.3213922163945
